nm,int,od,b.gPC1,b.gPC2,cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000162971.10,-2.13074557788971,-7.33459522811808,-0.0700266867350211,-0.0152743751565993,0.0441455039476448,0.525213644031276,0.67075642469526,0.676969263633283,0.789714652557852,0.550007474679965,0.549955639878291,0,0.869197943324812
ENSG00000013441.15,0.485401275003665,NA,-0.0189538751671962,0.0411759107132012,-0.00865859369773852,0.532789082575806,NA,0.330251099941148,0.577263761760727,0.616853190897857,0.616842743616365,1,0.879652190265497
ENSG00000240344.8,-0.516924160443203,-5.63344126375159,-0.000989458700831021,-0.474735738866644,0.0271095553732104,0.795840627975536,4.29764048796126e-10,0.987006429780806,0.51112227517274,0.540358972615631,0.557858580172401,0,0.869890282958469
ENSG00000196290.14,0.346269538592459,-6.77656933725261,0.0170792997238365,0.171117572795505,-0.00365445705370675,0.867556394624253,0.0593133592896415,0.732223640453482,0.740012387226922,0.936624212070541,0.93661054121188,0,0.906204282225493
ENSG00000226312.7,-2.00962888243708,NA,-0.17656697278989,-0.441126328008259,0.0513473795899186,0.611456942736591,NA,0.653648425432681,0.875745917964131,0.546630210480092,0.5466623741934,1,0.869197943324812
ENSG00000064012.21,-2.17000928835004,-5.17242893649171,0.00160516383368717,0.0972157648728458,0.0560189981832203,0.383717073210764,3.74137594436462e-07,0.97045152446302,0.738754296519651,0.310341426323319,0.311165560969107,0,0.819950185338695
ENSG00000084676.15,-1.0858819805075,NA,-0.00529081396129224,-0.0311249812242273,0.0275463433800541,0.43322989036952,NA,0.822941048601025,0.656363680702806,0.366588794052233,0.366593140068229,1,0.834292404410047
ENSG00000155749.12,3.49130048340375,-3.77872863922639,-0.126604953227603,-0.0401813254081425,-0.0663959691684607,0.326342712623693,2.72615039952826e-07,0.306709748263509,0.683666771221964,0.397080045034612,0.399218521234753,0,0.837544399224092
ENSG00000082146.12,-2.16741802578711,NA,0.00508451628750952,0.0189996495280278,0.0513469720574895,0.178537076465617,NA,0.875143285795961,0.691331433230531,0.148300881354608,0.148163847940718,1,0.750947759647856
ENSG00000003393.14,-1.7437601160708,-6.33489849808892,0.00669774586569775,0.0534829197436108,0.0416343772499844,0.442619408649802,0.0179803463192012,0.864812633236083,0.383820116244865,0.405568587486199,0.405541619748938,0,0.83906339880706
