wGWAS	MODEL	n_test	n_eqtl	n_gwas	n_gwas_eqtl	frac_gwas	frac_all	enrich	log_enrich	log_enrich_meanJK	log_enrich_lowJK	log_enrich_highJK	GROUP
Eyes	OLS	5606142	419247	2513	275	0.109430959013132	0.0747835142242205	1.46330324468344	0.380696376487827	0.390263951186527	0.145202836175246	0.635325066197809	Brain_Cerebellar_Hemisphere
Female_reproduction	TReCASE	5606142	732007	1295	296	0.228571428571429	0.13057232585261	1.75053501635133	0.559921464840806	0.564688165333457	0.412219255344408	0.717157075322507	Brain_Cerebellar_Hemisphere
Female_reproduction	OLS	5606142	419247	1295	187	0.144401544401544	0.0747835142242205	1.93092750320065	0.658000459085797	0.663909714955793	0.480811916891554	0.847007513020033	Brain_Cerebellar_Hemisphere
Immune	TReCASE	5606142	732007	4857	1287	0.264978381717109	0.13057232585261	2.0293609690021	0.707720949900766	0.719060803335202	0.52511842763708	0.913003179033323	Brain_Cerebellar_Hemisphere
Immune	OLS	5606142	419247	4857	804	0.165534280420012	0.0747835142242205	2.21351299330087	0.79458084319807	0.811475103982223	0.558132070153237	1.06481813781121	Brain_Cerebellar_Hemisphere
Kidney_urinary	TReCASE	5606142	732007	2280	660	0.289473684210526	0.13057232585261	2.21696046478704	0.796137097722369	0.801149800758018	0.656208087416192	0.946091514099844	Brain_Cerebellar_Hemisphere
Kidney_urinary	OLS	5606142	419247	2280	413	0.181140350877193	0.0747835142242205	2.42219629227488	0.884674687377394	0.892621978080341	0.702835925412393	1.08240803074829	Brain_Cerebellar_Hemisphere
Liver	TReCASE	5606142	732007	469	91	0.194029850746269	0.13057232585261	1.48599520977585	0.396084722720955	0.407014464040458	0.166687851504263	0.647341076576652	Brain_Cerebellar_Hemisphere
Liver	OLS	5606142	419247	469	43	0.0916844349680171	0.0747835142242205	1.225997947798	0.203755163612131	0.219094880757691	-0.103493597713325	0.541683359228707	Brain_Cerebellar_Hemisphere
Morphology	TReCASE	5606142	732007	967	175	0.180972078593588	0.13057232585261	1.38599107744983	0.326415463120604	0.334169733475406	0.0969979822055742	0.571341484745238	Brain_Cerebellar_Hemisphere
Morphology	OLS	5606142	419247	967	113	0.116856256463289	0.0747835142242205	1.56259381062146	0.446347139623894	0.454654987330706	0.196851015351333	0.71245895931008	Brain_Cerebellar_Hemisphere
Mouth_teeth	TReCASE	5606142	732007	741	109	0.147098515519568	0.13057232585261	1.12656732243258	0.119175241583441	0.101152239690021	-0.458807487158823	0.661111966538866	Brain_Cerebellar_Hemisphere
Mouth_teeth	OLS	5606142	419247	741	53	0.0715249662618084	0.0747835142242205	0.956426921144115	-0.0445508953791171	-0.0596748045306564	-0.665537354751494	0.546187745690182	Brain_Cerebellar_Hemisphere
Psychiatric_neurologic	TReCASE	5606142	732007	15947	3479	0.218160155515144	0.13057232585261	1.67079933738336	0.513302157054354	0.518318846330199	0.38682427631096	0.649813416349438	Brain_Cerebellar_Hemisphere
Psychiatric_neurologic	OLS	5606142	419247	15947	2120	0.132940364958926	0.0747835142242205	1.77766940131132	0.575303181282934	0.583332481841208	0.402153896008595	0.764511067673821	Brain_Cerebellar_Hemisphere
Respiratory	TReCASE	5606142	732007	6830	1533	0.224450951683748	0.13057232585261	1.71897797039404	0.541729910957363	0.554181580752791	0.328605333797504	0.779757827708079	Brain_Cerebellar_Hemisphere
Respiratory	OLS	5606142	419247	6830	934	0.136749633967789	0.0747835142242205	1.82860668405844	0.603554302028855	0.615380686477038	0.396530495219185	0.83423087773489	Brain_Cerebellar_Hemisphere
Skeletal	TReCASE	5606142	732007	4102	724	0.176499268649439	0.13057232585261	1.35173565682419	0.301389438403775	0.303820332789835	0.174110661423315	0.433530004156356	Brain_Cerebellar_Hemisphere
Skeletal	OLS	5606142	419247	4102	422	0.102876645538762	0.0747835142242205	1.37565941646324	0.318933191768534	0.322280557873694	0.169537084464896	0.475024031282493	Brain_Cerebellar_Hemisphere
Skin	TReCASE	5606142	732007	1383	355	0.256688358640636	0.13057232585261	1.96587107539454	0.675935442461042	0.69433702514108	0.427733855215994	0.960940195066165	Brain_Cerebellar_Hemisphere
Skin	OLS	5606142	419247	1383	226	0.163412870571222	0.0747835142242205	2.18514564695726	0.781682483972376	0.799594860589825	0.529223016127281	1.06996670505237	Brain_Cerebellar_Hemisphere
substance_addiction	TReCASE	5606142	732007	1168	208	0.178082191780822	0.13057232585261	1.36385861719153	0.31031790096353	0.314453287415997	0.137022297507481	0.491884277324512	Brain_Cerebellar_Hemisphere
substance_addiction	OLS	5606142	419247	1168	126	0.107876712328767	0.0747835142242205	1.44251996509986	0.366391559928154	0.375571305372936	0.110636005283946	0.640506605461926	Brain_Cerebellar_Hemisphere
gwas_catalog	TReCASE	5690051	682397	120250	24845	0.206611226611227	0.119928099062732	1.72279247504083	0.543946506322496	0.546650726586806	0.468744771207668	0.624556681965943	Brain_Cortex
gwas_catalog	OLS	5690051	414028	120250	15664	0.130261954261954	0.0727634954414293	1.79021023483964	0.58233306258708	0.586007216899029	0.488599949436281	0.683414484361778	Brain_Cortex
Aging	TReCASE	5690051	682397	1494	203	0.135876840696118	0.119928099062732	1.13298586201256	0.124856503603108	0.131070894194776	-0.072917834722825	0.335059623112376	Brain_Cortex
Aging	OLS	5690051	414028	1494	114	0.0763052208835341	0.0727634954414293	1.04867448190358	0.0475269684865293	0.0585899451581574	-0.204848402545863	0.322028292862178	Brain_Cortex
Anthropometric	TReCASE	5690051	682397	16274	4011	0.246466756789972	0.119928099062732	2.05512101597682	0.720334734767533	0.726549194083199	0.591401312907117	0.861697075259281	Brain_Cortex
Anthropometric	OLS	5690051	414028	16274	2523	0.15503256728524	0.0727634954414293	2.13063661035956	0.756420813169251	0.7657119145431	0.586095852705071	0.94532797638113	Brain_Cortex
Blood	TReCASE	5690051	682397	26660	6918	0.259489872468117	0.119928099062732	2.16371204493437	0.771825286018497	0.772858788898629	0.70532337052078	0.840394207276477	Brain_Cortex
Blood	OLS	5690051	414028	26660	4386	0.164516129032258	0.0727634954414293	2.26097066989703	0.81579422102993	0.817231828219486	0.73567307026395	0.898790586175021	Brain_Cortex
Cardiometabolic	TReCASE	5690051	682397	12801	2634	0.205765174595735	0.119928099062732	1.71573781460592	0.5398432007012	0.541453261756967	0.451160466827701	0.631746056686233	Brain_Cortex
Cardiometabolic	OLS	5690051	414028	12801	1589	0.124130927271307	0.0727634954414293	1.70595058027725	0.534122480465403	0.53678575698489	0.418839398956315	0.654732115013464	Brain_Cortex
Circadian	TReCASE	5690051	682397	518	106	0.204633204633205	0.119928099062732	1.70629907613364	0.534326742106667	0.547007321835074	0.245631383482581	0.848383260187567	Brain_Cortex
Circadian	OLS	5690051	414028	518	61	0.117760617760618	0.0727634954414293	1.61840242894061	0.481439507698624	0.49798461583721	0.118175498385527	0.877793733288893	Brain_Cortex
Colon	TReCASE	5690051	682397	659	96	0.14567526555387	0.119928099062732	1.21468835654327	0.194487547219412	0.203702488748073	-0.0444837752172163	0.451888752713361	Brain_Cortex
Colon	OLS	5690051	414028	659	60	0.0910470409711684	0.0727634954414293	1.25127360112127	0.22416191350439	0.24080436194905	-0.125932172290016	0.607540896188116	Brain_Cortex
Digestion	TReCASE	5690051	682397	789	76	0.0963244613434727	0.119928099062732	0.803185092536879	-0.21917009030546	-0.21368275425111	-0.426025262178786	-0.00134024632343449	Brain_Cortex
Digestion	OLS	5690051	414028	789	37	0.046894803548796	0.0727634954414293	0.644482556318969	-0.439307522416853	-0.429304808211422	-0.735370858711763	-0.123238757711082	Brain_Cortex
Education_wealth	TReCASE	5690051	682397	4936	987	0.199959481361426	0.119928099062732	1.66732803174701	0.511222364102341	0.51641353566359	0.337033988994824	0.695793082332355	Brain_Cortex
Education_wealth	OLS	5690051	414028	4936	657	0.133103727714749	0.0727634954414293	1.82926516802495	0.603914338684183	0.612062013595485	0.385818563258826	0.838305463932145	Brain_Cortex
Endocrine	TReCASE	5690051	682397	615	131	0.213008130081301	0.119928099062732	1.7761319636183	0.574437945648717	0.587170554097343	0.325843652169438	0.848497456025247	Brain_Cortex
Endocrine	OLS	5690051	414028	615	72	0.117073170731707	0.0727634954414293	1.60895473783204	0.475584736994334	0.497226307491984	0.131145043588614	0.863307571395355	Brain_Cortex
Eyes	TReCASE	5690051	682397	2536	467	0.184148264984227	0.119928099062732	1.53548890062788	0.428848832365864	0.432345433395864	0.287453297947724	0.577237568844004	Brain_Cortex
Eyes	OLS	5690051	414028	2536	283	0.111593059936909	0.0727634954414293	1.53364072547525	0.427644467870917	0.434462730258316	0.235313961611222	0.63361149890541	Brain_Cortex
Female_reproduction	TReCASE	5690051	682397	1306	294	0.225114854517611	0.119928099062732	1.87708182049861	0.629718347756388	0.634673742811112	0.486978584436868	0.782368901185356	Brain_Cortex
Female_reproduction	OLS	5690051	414028	1306	172	0.131699846860643	0.0727634954414293	1.809971415772	0.593311052761873	0.601770195816221	0.389175679865635	0.814364711766807	Brain_Cortex
Immune	TReCASE	5690051	682397	4887	1234	0.252506650296706	0.119928099062732	2.10548363786391	0.744545197449261	0.761358409435789	0.516613842266678	1.0061029766049	Brain_Cortex
Immune	OLS	5690051	414028	4887	810	0.165745856353591	0.0727634954414293	2.27787100314618	0.823241236181126	0.846116084617942	0.545152661873206	1.14707950736268	Brain_Cortex
Kidney_urinary	TReCASE	5690051	682397	2275	637	0.28	0.119928099062732	2.33473224530589	0.847897214441196	0.851601221190115	0.710928794863562	0.992273647516667	Brain_Cortex
Kidney_urinary	OLS	5690051	414028	2275	406	0.178461538461538	0.0727634954414293	2.45262459395165	0.897158714001478	0.902643134079614	0.721848462557163	1.08343780560207	Brain_Cortex
Liver	TReCASE	5690051	682397	467	98	0.209850107066381	0.119928099062732	1.74979932731704	0.559501111255758	0.570509995396743	0.307099070502831	0.833920920290655	Brain_Cortex
Liver	OLS	5690051	414028	467	57	0.122055674518201	0.0727634954414293	1.67743005991857	0.517262895950449	0.539846311738885	0.14840814195711	0.931284481520659	Brain_Cortex
Morphology	TReCASE	5690051	682397	969	168	0.173374613003096	0.119928099062732	1.44565464105628	0.368562257766576	0.379242357392069	0.105541610307808	0.652943104476329	Brain_Cortex
Morphology	OLS	5690051	414028	969	106	0.109391124871001	0.0727634954414293	1.50337919044935	0.407715368006097	0.418575833947222	0.130604949088511	0.706546718805932	Brain_Cortex
Mouth_teeth	TReCASE	5690051	682397	743	93	0.125168236877524	0.119928099062732	1.04369399545014	0.0427663386895796	0.0211954111620204	-0.557059882590162	0.599450704914203	Brain_Cortex
Mouth_teeth	OLS	5690051	414028	743	43	0.0578734858681023	0.0727634954414293	0.795364289703308	-0.228955043239401	-0.241493379369889	-0.872874479884987	0.389887721145209	Brain_Cortex
Psychiatric_neurologic	TReCASE	5690051	682397	16199	3252	0.200753132909439	0.119928099062732	1.67394575982087	0.515183570001646	0.521212985395059	0.374721633194791	0.667704337595327	Brain_Cortex
Psychiatric_neurologic	OLS	5690051	414028	16199	2049	0.126489289462313	0.0727634954414293	1.73836191753775	0.552943243103558	0.561552851066509	0.37314259100579	0.749963111127227	Brain_Cortex
Respiratory	TReCASE	5690051	682397	6913	1472	0.212932156806018	0.119928099062732	1.77549847341978	0.57408121359764	0.586841901469198	0.365878320035982	0.807805482902414	Brain_Cortex
Respiratory	OLS	5690051	414028	6913	1038	0.150151887747722	0.0727634954414293	2.06356067471478	0.724432973565365	0.74416177998905	0.447481755493868	1.04084180448423	Brain_Cortex
Skeletal	TReCASE	5690051	682397	4102	733	0.178693320331546	0.119928099062732	1.49000377499583	0.398778653508409	0.401002352566448	0.279829600918785	0.522175104214111	Brain_Cortex
Skeletal	OLS	5690051	414028	4102	439	0.10702096538274	0.0727634954414293	1.47080572110347	0.385810360227642	0.388394834888851	0.234987652304238	0.541802017473464	Brain_Cortex
Skin	TReCASE	5690051	682397	1367	345	0.252377468910022	0.119928099062732	2.10440648090326	0.744033470561493	0.770254688919254	0.451713657903391	1.08879571993512	Brain_Cortex
Skin	OLS	5690051	414028	1367	220	0.160936356986101	0.0727634954414293	2.21177330761475	0.793794595413208	0.824886272438274	0.466519227779535	1.18325331709701	Brain_Cortex
substance_addiction	TReCASE	5690051	682397	1180	197	0.166949152542373	0.119928099062732	1.39207703488275	0.330796901532361	0.335254814440244	0.114779057382958	0.55573057149753	Brain_Cortex
substance_addiction	OLS	5690051	414028	1180	124	0.105084745762712	0.0727634954414293	1.44419595465008	0.367552733930123	0.376596349851827	0.0963963371360244	0.656796362567629	Brain_Cortex
gwas_catalog	TReCASE	5704825	577553	120373	21079	0.175114020586012	0.101239389464182	1.72970245586049	0.547949402885483	0.551475747386517	0.458285564406383	0.644665930366651	Brain_Frontal_Cortex_BA9
gwas_catalog	OLS	5704825	308020	120373	11660	0.096865576167413	0.0539928919817873	1.79404311589917	0.584471796736418	0.589136228263162	0.46952582986255	0.708746626663774	Brain_Frontal_Cortex_BA9
Aging	TReCASE	5704825	577553	1496	165	0.110294117647059	0.101239389464182	1.08943878692671	0.0856626892685598	0.0931951635931499	-0.126897045574863	0.313287372761163	Brain_Frontal_Cortex_BA9
Aging	OLS	5704825	308020	1496	77	0.0514705882352941	0.0539928919817873	0.95328452220444	-0.0478418656319907	-0.0291518654377231	-0.381870339186301	0.323566608310855	Brain_Frontal_Cortex_BA9
Anthropometric	TReCASE	5704825	577553	16283	3304	0.20291101148437	0.101239389464182	2.00426941093081	0.69527961077905	0.704453834090863	0.526566994098902	0.882340674082824	Brain_Frontal_Cortex_BA9
Anthropometric	OLS	5704825	308020	16283	1825	0.112080083522692	0.0539928919817873	2.07583034375152	0.73036123930112	0.74356832261051	0.511224135161422	0.975912510059597	Brain_Frontal_Cortex_BA9
Blood	TReCASE	5704825	577553	26672	5840	0.218956208758248	0.101239389464182	2.1627571039009	0.771383844734099	0.772441078271403	0.702526943768856	0.842355212773951	Brain_Frontal_Cortex_BA9
Blood	OLS	5704825	308020	26672	3319	0.124437612477505	0.0539928919817873	2.30470359912337	0.834952077778148	0.836240134715069	0.739093302277664	0.933386967152474	Brain_Frontal_Cortex_BA9
Cardiometabolic	TReCASE	5704825	577553	12796	2171	0.169662394498281	0.101239389464182	1.67585359212688	0.516322642711285	0.518232339592982	0.419567539120289	0.616897140065674	Brain_Frontal_Cortex_BA9
Cardiometabolic	OLS	5704825	308020	12796	1192	0.0931541106595811	0.0539928919817873	1.72530322493197	0.545402817604635	0.548811582548467	0.400765390346613	0.696857774750321	Brain_Frontal_Cortex_BA9
Circadian	TReCASE	5704825	577553	518	77	0.148648648648649	0.101239389464182	1.46828867138951	0.384097553496603	0.397270840149896	0.0716211801195104	0.722920500180281	Brain_Frontal_Cortex_BA9
Circadian	OLS	5704825	308020	518	49	0.0945945945945946	0.0539928919817873	1.75198236513249	0.560747926899892	0.57686544778873	0.20069827892227	0.953032616655189	Brain_Frontal_Cortex_BA9
Colon	TReCASE	5704825	577553	661	81	0.122541603630862	0.101239389464182	1.21041428913612	0.190962688723154	0.20097669060188	-0.0848521433926268	0.486805524596388	Brain_Frontal_Cortex_BA9
Colon	OLS	5704825	308020	661	43	0.065052950075643	0.0539928919817873	1.20484285408506	0.186349146890624	0.206742786330756	-0.200669925692647	0.614155498354159	Brain_Frontal_Cortex_BA9
Digestion	TReCASE	5704825	577553	783	64	0.0817369093231162	0.101239389464182	0.807362724683703	-0.213982238728729	-0.204399317640165	-0.464261636106044	0.0554630008257139	Brain_Frontal_Cortex_BA9
Digestion	OLS	5704825	308020	783	27	0.0344827586206897	0.0539928919817873	0.638653670048295	-0.448392958937726	-0.430514858092629	-0.821833171141589	-0.0391965450436689	Brain_Frontal_Cortex_BA9
Education_wealth	TReCASE	5704825	577553	4962	834	0.16807738814994	0.101239389464182	1.66019756775998	0.506936612009402	0.512701942577596	0.331103126832729	0.694300758322463	Brain_Frontal_Cortex_BA9
Education_wealth	OLS	5704825	308020	4962	484	0.0975413139862959	0.0539928919817873	1.80655842660175	0.591423613513634	0.60198662773781	0.349955093881885	0.854018161593734	Brain_Frontal_Cortex_BA9
Endocrine	TReCASE	5704825	577553	617	96	0.155591572123177	0.101239389464182	1.5368679418817	0.42974654146485	0.446958786026002	0.126370498200253	0.767547073851751	Brain_Frontal_Cortex_BA9
Endocrine	OLS	5704825	308020	617	49	0.0794165316045381	0.0539928919817873	1.4708701217806	0.385854145253987	0.440796587951344	-0.167892568670473	1.04948574457316	Brain_Frontal_Cortex_BA9
Eyes	TReCASE	5704825	577553	2529	369	0.145907473309609	0.101239389464182	1.44121249724872	0.365484771272964	0.370237400946998	0.206686630663716	0.533788171230281	Brain_Frontal_Cortex_BA9
Eyes	OLS	5704825	308020	2529	187	0.073942269671807	0.0539928919817873	1.36948155503041	0.314432241233369	0.321608407150273	0.0951849729472114	0.548031841353335	Brain_Frontal_Cortex_BA9
Female_reproduction	TReCASE	5704825	577553	1308	245	0.187308868501529	0.101239389464182	1.85015802142701	0.615271052429985	0.620277347645744	0.467905985795451	0.772648709496037	Brain_Frontal_Cortex_BA9
Female_reproduction	OLS	5704825	308020	1308	143	0.109327217125382	0.0539928919817873	2.02484462514547	0.705492969291511	0.714073649975575	0.492098749476977	0.936048550474172	Brain_Frontal_Cortex_BA9
Immune	TReCASE	5704825	577553	4889	1060	0.216813254244222	0.101239389464182	2.14158990282068	0.761548498429869	0.78774899872125	0.457920011906231	1.11757798553627	Brain_Frontal_Cortex_BA9
Immune	OLS	5704825	308020	4889	606	0.12395172836981	0.0539928919817873	2.29570456073404	0.831039794539417	0.866493952132878	0.460620944338707	1.27236695992705	Brain_Frontal_Cortex_BA9
Kidney_urinary	TReCASE	5704825	577553	2291	527	0.230030554343082	0.101239389464182	2.27214481992176	0.820724239990269	0.825332918538107	0.672310104146405	0.978355732929809	Brain_Frontal_Cortex_BA9
Kidney_urinary	OLS	5704825	308020	2291	315	0.137494543867307	0.0539928919817873	2.54653045652168	0.934731827420886	0.942311636013686	0.721976210045963	1.16264706198141	Brain_Frontal_Cortex_BA9
Liver	TReCASE	5704825	577553	469	87	0.185501066098081	0.101239389464182	1.83230131157311	0.605572724110706	0.613527055413107	0.357282581670252	0.869771529155962	Brain_Frontal_Cortex_BA9
Liver	OLS	5704825	308020	469	46	0.0980810234541578	0.0539928919817873	1.81655436214163	0.596941499091564	0.607619743339685	0.286393747421419	0.928845739257951	Brain_Frontal_Cortex_BA9
Morphology	TReCASE	5704825	577553	971	148	0.152420185375901	0.101239389464182	1.50554232085553	0.409153179375192	0.418435819439681	0.158027331447147	0.678844307432214	Brain_Frontal_Cortex_BA9
Morphology	OLS	5704825	308020	971	80	0.082389289392379	0.0539928919817873	1.5259284392503	0.422603037431305	0.432352141071948	0.153127650812762	0.711576631331133	Brain_Frontal_Cortex_BA9
Mouth_teeth	TReCASE	5704825	577553	744	81	0.108870967741935	0.101239389464182	1.07538151225669	0.0726754937417487	0.0696043948492591	-0.278217484424596	0.417426274123114	Brain_Frontal_Cortex_BA9
Mouth_teeth	OLS	5704825	308020	744	34	0.0456989247311828	0.0539928919817873	0.84638779390809	-0.166777639168182	-0.170203877544618	-0.835007831458623	0.494600076369388	Brain_Frontal_Cortex_BA9
Psychiatric_neurologic	TReCASE	5704825	577553	16198	2779	0.171564390665514	0.101239389464182	1.69464070826122	0.52747074683597	0.534369631064003	0.379324696060992	0.689414566067013	Brain_Frontal_Cortex_BA9
Psychiatric_neurologic	OLS	5704825	308020	16198	1578	0.0974194344980862	0.0539928919817873	1.80430110191073	0.590173315645632	0.601611266345078	0.379518227514289	0.823704305175868	Brain_Frontal_Cortex_BA9
Respiratory	TReCASE	5704825	577553	6946	1361	0.195940109415491	0.101239389464182	1.93541377968122	0.660321143249849	0.67682424985169	0.412136317875641	0.94151218182774	Brain_Frontal_Cortex_BA9
Respiratory	OLS	5704825	308020	6946	783	0.112726749208177	0.0539928919817873	2.08780721073807	0.736114333735532	0.758256999354656	0.420674305830189	1.09583969287912	Brain_Frontal_Cortex_BA9
Skeletal	TReCASE	5704825	577553	4117	634	0.153995627884382	0.101239389464182	1.52110387764503	0.419436306569723	0.422046627289585	0.293454040131007	0.550639214448163	Brain_Frontal_Cortex_BA9
Skeletal	OLS	5704825	308020	4117	303	0.0735972795725043	0.0539928919817873	1.36309200843196	0.309755654788213	0.31263934414321	0.151112135298777	0.474166552987642	Brain_Frontal_Cortex_BA9
Skin	TReCASE	5704825	577553	1384	284	0.205202312138728	0.101239389464182	2.02690191263282	0.706508475885993	0.744259135536956	0.343913268238167	1.14460500283575	Brain_Frontal_Cortex_BA9
Skin	OLS	5704825	308020	1384	159	0.114884393063584	0.0539928919817873	2.12776883857853	0.755073937091365	0.790053786589807	0.399430015347471	1.18067755783214	Brain_Frontal_Cortex_BA9
substance_addiction	TReCASE	5704825	577553	1181	175	0.148179508890771	0.101239389464182	1.4636547066811	0.380936531628553	0.387641637912911	0.14561238405964	0.629670891766182	Brain_Frontal_Cortex_BA9
substance_addiction	OLS	5704825	308020	1181	99	0.0838272650296359	0.0539928919817873	1.55256112337735	0.439905904985976	0.459406249786493	0.0753704365819261	0.843442062991061	Brain_Frontal_Cortex_BA9
gwas_catalog	TReCASE	5649864	638712	120005	22664	0.188858797550102	0.11304909286312	1.67059100402311	0.513177458447349	0.516097126624944	0.430498464406666	0.601695788843221	Brain_Nucleus_accumbens_basal_ganglia
gwas_catalog	OLS	5649864	362976	120005	12992	0.108262155743511	0.0642450862534036	1.68514297446017	0.521850411516329	0.525577118354392	0.422503560670486	0.628650676038299	Brain_Nucleus_accumbens_basal_ganglia
Aging	TReCASE	5649864	638712	1488	188	0.126344086021505	0.11304909286312	1.11760371376427	0.111186851936727	0.117190427515289	-0.0794459116643892	0.313826766694968	Brain_Nucleus_accumbens_basal_ganglia
Aging	OLS	5649864	362976	1488	89	0.0598118279569893	0.0642450862534036	0.930994593439751	-0.0715018089832092	-0.0613651261402777	-0.344932990802967	0.222202738522412	Brain_Nucleus_accumbens_basal_ganglia
Anthropometric	TReCASE	5649864	638712	16276	3581	0.22001720324404	0.11304909286312	1.94620936508033	0.665883565376667	0.67253907890671	0.522545648211462	0.822532509601958	Brain_Nucleus_accumbens_basal_ganglia
Anthropometric	OLS	5649864	362976	16276	2092	0.128532809043991	0.0642450862534036	2.00066365444691	0.693478952740921	0.702199191111303	0.526060711725014	0.878337670497593	Brain_Nucleus_accumbens_basal_ganglia
Blood	TReCASE	5649864	638712	26620	6241	0.234447783621337	0.11304909286312	2.07385815917344	0.729410717484755	0.730383756287939	0.659956232264685	0.800811280311194	Brain_Nucleus_accumbens_basal_ganglia
Blood	OLS	5649864	362976	26620	3589	0.134823441021788	0.0642450862534036	2.09857981184741	0.741260835876193	0.742275068096757	0.652348008709032	0.832202127484482	Brain_Nucleus_accumbens_basal_ganglia
Cardiometabolic	TReCASE	5649864	638712	12737	2285	0.179398602496663	0.11304909286312	1.58690881946199	0.461787985238361	0.463201781763078	0.374103252960986	0.55230031056517	Brain_Nucleus_accumbens_basal_ganglia
Cardiometabolic	OLS	5649864	362976	12737	1285	0.100887179084557	0.0642450862534036	1.57034856621757	0.451297611417249	0.453175605259537	0.330569759072782	0.575781451446292	Brain_Nucleus_accumbens_basal_ganglia
Circadian	TReCASE	5649864	638712	517	96	0.18568665377176	0.11304909286312	1.64253112580558	0.496238421459222	0.509295022591627	0.204279641915837	0.814310403267417	Brain_Nucleus_accumbens_basal_ganglia
Circadian	OLS	5649864	362976	517	43	0.0831721470019342	0.0642450862534036	1.29460713421531	0.258207277862821	0.280168978882614	-0.14556041817708	0.705898375942309	Brain_Nucleus_accumbens_basal_ganglia
Colon	TReCASE	5649864	638712	660	76	0.115151515151515	0.11304909286312	1.01859742732249	0.0184266097656748	0.0285484703133073	-0.266195081289153	0.323292021915768	Brain_Nucleus_accumbens_basal_ganglia
Colon	OLS	5649864	362976	660	39	0.0590909090909091	0.0642450862534036	0.919773208145993	-0.0836281522131367	-0.0651390537442381	-0.464324545494331	0.334046438005855	Brain_Nucleus_accumbens_basal_ganglia
Digestion	TReCASE	5649864	638712	779	70	0.0898587933247754	0.11304909286312	0.794865231104298	-0.229582699321574	-0.224013919095273	-0.442462960166803	-0.00556487802374314	Brain_Nucleus_accumbens_basal_ganglia
Digestion	OLS	5649864	362976	779	34	0.0436456996148909	0.0642450862534036	0.679362456495707	-0.386600484576899	-0.374469737938279	-0.690718645298813	-0.0582208305777452	Brain_Nucleus_accumbens_basal_ganglia
Education_wealth	TReCASE	5649864	638712	4966	872	0.175594039468385	0.11304909286312	1.55325474111494	0.440352562340683	0.446513981328711	0.247964408830019	0.645063553827403	Brain_Nucleus_accumbens_basal_ganglia
Education_wealth	OLS	5649864	362976	4966	526	0.105920257752718	0.0642450862534036	1.64869041244547	0.499981283347286	0.511121946916892	0.230474918823064	0.79176897501072	Brain_Nucleus_accumbens_basal_ganglia
Endocrine	TReCASE	5649864	638712	613	127	0.207177814029364	0.11304909286312	1.83263579372737	0.605755255022195	0.616487716025204	0.366260670943608	0.8667147611068	Brain_Nucleus_accumbens_basal_ganglia
Endocrine	OLS	5649864	362976	613	75	0.122349102773246	0.0642450862534036	1.90441183767209	0.644173214277787	0.663430249794302	0.318406778868653	1.00845372071995	Brain_Nucleus_accumbens_basal_ganglia
Eyes	TReCASE	5649864	638712	2525	390	0.154455445544554	0.11304909286312	1.36626877432417	0.312083501914047	0.316533541590958	0.151720279101397	0.481346804080519	Brain_Nucleus_accumbens_basal_ganglia
Eyes	OLS	5649864	362976	2525	219	0.0867326732673267	0.0642450862534036	1.35002812394437	0.300125424784729	0.306746894810918	0.0929307562701477	0.520563033351688	Brain_Nucleus_accumbens_basal_ganglia
Female_reproduction	TReCASE	5649864	638712	1310	268	0.204580152671756	0.11304909286312	1.80965762298917	0.593137668815474	0.597565415839297	0.452459033818239	0.742671797860354	Brain_Nucleus_accumbens_basal_ganglia
Female_reproduction	OLS	5649864	362976	1310	144	0.109923664122137	0.0642450862534036	1.71100500493629	0.537080920058491	0.543311555130069	0.360776132862203	0.725846977397935	Brain_Nucleus_accumbens_basal_ganglia
Immune	TReCASE	5649864	638712	4868	1119	0.22986852917009	0.11304909286312	2.03335138167287	0.709685358704322	0.730697129036371	0.446559122288605	1.01483513578414	Brain_Nucleus_accumbens_basal_ganglia
Immune	OLS	5649864	362976	4868	661	0.135784716516023	0.0642450862534036	2.11354244245924	0.748365422421957	0.781179794025512	0.402880370459406	1.15947921759162	Brain_Nucleus_accumbens_basal_ganglia
Kidney_urinary	TReCASE	5649864	638712	2285	576	0.252078774617068	0.11304909286312	2.22981687188136	0.801919461867401	0.804812057607783	0.677321581030645	0.932302534184922	Brain_Nucleus_accumbens_basal_ganglia
Kidney_urinary	OLS	5649864	362976	2285	357	0.156236323851204	0.0642450862534036	2.43187974306636	0.888664515129022	0.893697667365634	0.700993847688224	1.08640148704304	Brain_Nucleus_accumbens_basal_ganglia
Liver	TReCASE	5649864	638712	461	83	0.180043383947939	0.11304909286312	1.59261237209515	0.465375669299764	0.475071391732269	0.226160598774938	0.7239821846896	Brain_Nucleus_accumbens_basal_ganglia
Liver	OLS	5649864	362976	461	42	0.0911062906724512	0.0642450862534036	1.41810519660754	0.349321611964408	0.369456936497027	-0.0122881309632151	0.751202003957269	Brain_Nucleus_accumbens_basal_ganglia
Morphology	TReCASE	5649864	638712	963	151	0.156801661474559	0.11304909286312	1.38702273059735	0.327159529516614	0.34028744789854	0.0408437595778119	0.639731136219267	Brain_Nucleus_accumbens_basal_ganglia
Morphology	OLS	5649864	362976	963	86	0.0893042575285566	0.0642450862534036	1.39005584296846	0.32934392113307	0.342372523980051	0.0244500125395852	0.660295035420517	Brain_Nucleus_accumbens_basal_ganglia
