nm,int,od,cnd,e.int,e.od,e.cnd,pval,status,qval
ENSG00000117528.11,1.94735915641753,-4.79327612561104,-0.0781766612704831,0.000719246724715439,2.86682085357927e-64,0.0014257997140886,0.00176052944480852,0,0.17407636908856
ENSG00000117525.13,0.173179938555902,-5.66355408223769,-0.0112609053318523,0.664870791157299,7.76971785904533e-93,0.509774628630916,0.511278295516389,0,0.852658905827644
ENSG00000224081.8,-0.530940631406236,-4.09261334843953,0.0109777018053445,0.776818627525264,3.64420876206994e-09,0.889904757313798,0.889778891061382,0,0.918093319575924
ENSG00000143036.16,2.02596716184604,-4.42525325450263,-0.0756568896923598,0.0566760364277126,7.95661248073107e-29,0.0930622330534759,0.0986911302515585,0,0.596616056845003
ENSG00000117519.15,0.392116618382534,-5.72672490082195,-0.0119366672200457,0.314966926665583,2.03562135473843e-70,0.478184491939305,0.480308080283751,0,0.844159152902452
ENSG00000235501.5,2.0374816967319,NA,-0.0755079216047151,0.446612232633762,NA,0.518678328047217,0.518590860666459,1,0.853872740461323
ENSG00000152078.9,-0.461751959243359,-6.23965475383846,0.0260802861304352,0.662284710425285,0.00368747014422754,0.564643852912047,0.565277886229966,0,0.862371042485587
ENSG00000149527.17,-2.87379796203813,-2.32734115395528,0.10539246527125,0.475031344717293,4.30125881819013e-10,0.534125425801108,0.537643167443315,0,0.858197893602653
ENSG00000122481.16,1.75956212340392,NA,-0.0841870943392575,0.136141375132239,NA,0.0956478693674728,0.0951857970101457,1,0.585562767129845
ENSG00000117569.18,0.141425556062816,-6.38897346618243,-0.00540853153332682,0.763378849184304,2.15886353597368e-15,0.789776252449904,0.789848534275212,0,0.905614313847941
ENSG00000156869.12,2.38113097111599,NA,-0.10685501961657,0.172035801034654,NA,0.147669927062396,0.147034427038571,1,0.669327508097378
ENSG00000162688.16,-1.07759313861989,-5.43399317057612,0.0446008102756398,0.0912642449880772,6.71793943797796e-22,0.101996119166868,0.102959481353897,0,0.598737102278362
ENSG00000117620.14,0.262309845067325,-5.03243669091307,-0.0217222443034384,0.683926028871717,1.59018813372487e-42,0.428917194509738,0.431800895237496,0,0.832308569201793
ENSG00000137996.12,1.90884530117874,-5.91544775894061,-0.0688562581086482,0.00561825719503049,3.43836987587665e-11,0.0191392344676726,0.0231820284634521,0,0.424346756319793
ENSG00000162692.10,-5.32459986601102,-3.97421079841937,0.238573796552256,0.0192610975042977,4.89156022852675e-07,0.017091343491112,0.0213267278434343,0,0.419386838418215
ENSG00000162694.13,-0.799680826320273,-6.1201292561814,0.0382878328407531,0.467783878843589,0.00255787197711626,0.417852660402632,0.417967987080243,0,0.82911292923325
ENSG00000238164.6,0.139162797620953,-4.65226252853744,-0.000914329293962497,0.808132435125506,2.16039369034382e-81,0.970000361392688,0.969967877825264,0,0.928259667798636
ENSG00000240038.6,1.24176907631224,-3.58814148403231,-0.0378187365730677,0.418351915433779,1.15219279755503e-20,0.568372217703867,0.568895316057736,0,0.86389704610592
ENSG00000198890.7,0.931204109257695,-4.72082897013652,-0.0485947271047279,0.562598145468794,4.05410959713739e-07,0.474753280448773,0.475228169285414,0,0.843590286954132
ENSG00000134215.15,-1.62682567395908,-6.38455091070731,0.0650477617375767,0.143276154410053,0.0398483905393317,0.167997615845815,0.171134620482673,0,0.701145737511835
ENSG00000157873.17,0.135326610345536,-7.12632067352999,-0.00332521201252787,0.48999796432349,3.57975644178091e-91,0.690326690810485,0.69048586106604,0,0.89457828111325
ENSG00000085491.15,-2.36434915492498,-6.45943386854236,0.103924437466073,0.165991468345564,0.0861031190559287,0.150840470214305,0.154003951692344,0,0.681421199159343
ENSG00000116266.10,-0.18303746868735,-7.47749785036634,0.0108571242929534,0.663295769204041,1.61658507474932e-05,0.544987337987886,0.545025773379267,0,0.858197893602653
ENSG00000121940.15,1.34780769706213,-5.93833188867818,-0.0596061930939653,0.033808179773586,2.63287828513264e-11,0.0276370213991058,0.0287775201776579,0,0.448776045194412
ENSG00000085433.15,0.703912592307788,NA,-0.0365686568222597,0.584369540872672,NA,0.504228070620945,0.504260473802433,1,0.852208964979083
ENSG00000197780.9,-0.937907811193127,-5.35939832164815,0.0419699085729876,0.226091986871002,3.14121505060798e-18,0.206002951135965,0.209286267053143,0,0.724021561085746
ENSG00000143126.7,0.206007140992577,-5.63671836035086,-0.011007790727063,0.765906311357242,6.730474378856e-15,0.709487554378032,0.709451269790615,0,0.894903076694062
ENSG00000134222.16,-0.80071104389507,NA,0.0192745356599198,0.637937686297187,NA,0.793683268386886,0.793602087304423,1,0.906111069301383
ENSG00000157870.14,0.837144471199965,-8.23545877110971,-0.0330729185193905,0.274850295537579,0.449053784940918,0.308197080696956,0.317567481860673,0,0.793862544035752
ENSG00000143028.8,-2.48790029650056,-4.20175169634469,0.127774601553313,0.00549443052103204,9.52338372287675e-30,0.000881550820088425,0.00143908062032439,0,0.154665633182165
ENSG00000181754.6,3.87938769961964,-4.27765771719274,-0.178427401140017,3.09944397472982e-06,2.91882639659761e-32,5.9495864225565e-07,1.91494528796663e-06,0,0.00236680735243777
ENSG00000116337.15,-0.295815083155149,-6.26111296674148,0.00987795168570521,0.544557342447255,7.23761946911555e-15,0.637004975237516,0.641602482630907,0,0.886336705074956
ENSG00000168765.16,-3.34824096466675,-4.24303966642406,0.16619624966172,0.00292090181350013,3.4194385925614e-39,0.000544118376064426,0.000732368966620101,0,0.135210644730578
ENSG00000213366.12,-0.199832706565778,-5.0905668588809,0.0199791596728773,0.680303792429173,1.87056787708124e-103,0.33647131975699,0.33778682294784,0,0.80273800721048
ENSG00000142606.15,0.757031039878267,-4.85187067510542,-0.0401982916855004,0.509313366840774,1.81960238636367e-08,0.406406016916274,0.406833724849809,0,0.828431140932269
ENSG00000134201.10,-2.355671162665,-2.55724268436634,0.124460330676098,0.209191833564882,1.04498029526751e-26,0.121694229390047,0.122505014946256,0,0.634394482898708
ENSG00000134202.10,0.965117553588883,-4.3671221786764,-0.068617622800147,0.181821828976984,3.88971955796687e-108,0.0262135566677176,0.0292297104339215,0,0.448776045194412
ENSG00000184371.13,-0.591639800358641,-6.11414588968987,0.0296585061516575,0.134367961771671,4.41060565061218e-44,0.080763143091481,0.0851261421310649,0,0.56809763217994
ENSG00000258634.3,-0.117471352595523,-4.81956999347579,-0.000386491567045509,0.960936954899184,0.00428580606564899,0.996979964822327,0.996971342382314,0,0.929166035164082
ENSG00000116396.14,-0.692312926150302,-4.56918674113194,0.0216499163759916,0.459387667183772,2.88881855733393e-18,0.586125820965491,0.585939838090196,0,0.868347414660259
ENSG00000168679.17,4.48760813003227,-4.79640506849372,-0.181025676538879,0.019607549871833,0.00570486025434565,0.0283517291879986,0.0345587291683114,0,0.462627011706068
ENSG00000273373.1,-0.275915783619821,-5.1031577256599,0.0123423599742276,0.821790838515259,6.43270586450455e-11,0.812869286791947,0.816030881848779,0,0.910276589339376
ENSG00000134248.13,0.60740713907415,NA,-0.0306246343135882,0.130318102755652,NA,0.0771534166965587,0.0771424509166773,1,0.561473242683852
ENSG00000177133.10,0.543626635192133,-5.42042442011781,-0.0186548407516367,0.127412710762989,3.51402359925476e-203,0.217170957773867,0.218889940608493,0,0.733114460293061
ENSG00000177301.14,0.228353617085335,NA,-0.0237819450247306,0.907479209547868,NA,0.780853508314733,0.780831814553205,1,0.905204628536372
ENSG00000259834.1,0.837834331789708,-4.34283750037173,-0.0179015274652481,0.814674101084083,0.00318855688077592,0.906796437854921,0.907415085481696,0,0.921096326703453
ENSG00000143119.12,0.4985545420537,-5.71328989256348,-0.0178763179014687,0.430725622329936,1.8967093122059e-16,0.508450613078111,0.508826297985677,0,0.852658905827644
ENSG00000156171.14,2.9617057970809,-4.7813916212586,-0.144053422455259,0.0332553748330352,7.74601881866427e-10,0.0171132777773022,0.0182260728811762,0,0.396893241986745
ENSG00000142611.16,-0.572060236568489,-5.57263735467027,0.0229957740523498,0.380709851133366,2.39062431789637e-23,0.40597907672186,0.405677445887837,0,0.827853959302116
ENSG00000162777.16,0.475179331632577,-5.77231931532207,-0.019943050214368,0.538455539383659,4.84437588005728e-11,0.544442353844787,0.544299433774312,0,0.858197893602653
ENSG00000203878.11,2.06188665767635,-3.31459626127971,-0.0613694815839868,0.577812846840269,8.06164965025509e-07,0.696777094618551,0.694064924831841,0,0.894796784026519
ENSG00000173947.13,-0.0251954119814376,-7.6404954278091,0.00851869264167169,0.978082372576665,0.252750627171887,0.827179323298641,0.827632283869037,0,0.912723336579473
ENSG00000085465.12,0.270591201995802,-6.38000113202085,-0.00194983393879492,0.692155779527144,0.000679394444084184,0.947014760604917,0.947017657757941,0,0.92700438748099
ENSG00000260948.1,2.33597111507719,-4.68434066091208,-0.0820840974274983,0.253393290028107,0.00434900973796972,0.346231217874842,0.350520227363695,0,0.808116728677141
