nm,int,od,b.gPC1,b.gPC2,cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000117525.13,0.842902820624421,-5.31779969688177,0.0242295511996243,0.0145934447237332,-0.0759698485669197,0.00552992424103391,6.65097217447419e-90,0.311996767307341,0.525292325704533,0.00137821904976657,0.00205875498175049,0,0.218275622346564
ENSG00000224081.8,0.451166442944632,-4.57022214918461,0.0545100778182518,-0.00773686922405942,-0.0526934452347604,0.576750379034727,1.28661111159872e-07,0.409422505953237,0.865663277903163,0.395776322946229,0.395311253769531,0,0.839190475251983
ENSG00000117519.15,0.143975345044503,NA,-0.0132432567923405,0.0147010782479991,-0.0188231599088778,0.529131421474819,NA,0.386638409823418,0.3046907581857,0.29576955957205,0.295723297176668,1,0.792142369123936
ENSG00000122481.16,-1.09424272149066,-5.70378823589347,-0.0565576433139571,0.049277406464694,0.0625659076040046,0.177245859003393,0.00030752564885776,0.680265427688216,0.909795629115302,0.320656230879361,0.320656057902317,0,0.802975700507227
ENSG00000117569.18,-0.135158578473245,-6.4808566369173,-0.00546438667149064,-0.000242903224295139,0.0107486850989645,0.583446646108505,8.35636400710061e-14,0.786083872180959,0.991192012164906,0.574610239711242,0.574868359769423,0,0.888391765125794
ENSG00000259946.1,0.292549961194059,-6.61910727122484,-0.11489850404887,0.138598932761935,-0.0461393779413243,0.782696823308193,0.455186483507923,0.331427546326837,0.73445078581896,0.580771318348017,0.581458086325077,0,0.889980672928422
ENSG00000272449.1,-0.199577916785763,NA,0.00852829680501963,0.0659299248815602,0.0121739887866996,0.791986208109852,NA,0.894340272232434,0.135181256280553,0.840875009121123,0.840875523567918,1,0.93148621179786
ENSG00000162688.16,0.695707077409558,NA,0.097768222945569,-0.415565114630004,-0.0533272601311391,0.468958317168688,NA,0.230834547489541,0.44049120906243,0.45853217193522,0.458512665541592,1,0.859164695212037
ENSG00000137996.12,-0.306476909443832,NA,0.0999179321799003,0.078315908767201,0.0429062723210101,0.414807431741304,NA,0.00377168161070308,0.670457606556411,0.143626704397379,0.143418849245934,1,0.703023297318168
ENSG00000162694.13,1.51153036193487,NA,-0.109756288475527,-0.0375721001286225,-0.0981360314173687,0.0237831136495787,NA,0.141911643416164,0.563557498649502,0.0680228097979079,0.0678521833324053,1,0.60544731888439
ENSG00000157873.17,0.574651884575239,NA,-0.0278213291909165,0.0149592818238184,-0.0371720697628727,0.148565851981724,NA,0.390214676180488,0.609152207785634,0.224643397496941,0.22457025465891,1,0.764870525532153
ENSG00000233184.6,-2.1998030998512,NA,0.694952229168187,-0.0254687681290707,0.133257745061983,0.161371589210115,NA,0.579562502860446,0.971265822351761,0.207313715604817,0.206538919645204,1,0.751049130828611
ENSG00000118733.16,1.66007121397182,NA,0.0681161603543176,-0.386044697703143,-0.140699562616244,0.123069744595923,NA,0.187081985810203,0.181374675472795,0.108846514662479,0.108140249469606,1,0.652202830725546
ENSG00000060718.20,-0.794956058613117,NA,-0.0379857550512926,0.0218749564481022,0.0772793888924852,0.228297910093081,NA,0.301198505365798,0.926383966261722,0.139063183143476,0.13853836874489,1,0.699044890546073
ENSG00000240038.6,-0.618241765079889,-4.4626248030206,0.0555982345656492,-0.101719594508784,0.0676534904999908,0.210473550585935,2.28339066870927e-37,0.213586490948439,0.711171005756169,0.0777566731796365,0.0841091906259107,0,0.631949780614585
ENSG00000157870.14,0.890301468243516,-5.49806302121921,-0.00424462046492913,-0.206134972840401,-0.0623820759175684,0.0680204623961605,2.2653397781175e-12,0.917701564801263,0.346490265850954,0.0938413749455899,0.0967122792390548,0,0.644741219111176
ENSG00000085491.15,0.423747419337359,-3.24395600631569,-0.034493208336404,0.179566651330656,0.00954045717228302,0.769426802573913,2.13853337962693e-08,0.80168285125209,0.694024811754381,0.932781771234709,0.93323024806396,0,0.943295056984148
