nm,int,od,b.gPC1,b.gPC2,b.PF1,b.PF2,b.PF3,b.PF4,b.PF5,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.PF1,e.PF2,e.PF3,e.PF4,e.PF5,e.cnd,pval,status,qval
ENSG00000117525.13,-3.92330778746727,-5.56045097578025,0.0172386686386698,-0.0108761139555241,0.0253342142126365,-0.00953169319092701,0.00638376539821483,0.0694900217826074,-0.0593200128848941,0.064011623944767,0.00820930969423793,1.13720351384436e-84,0.436389970537042,0.632666126657333,0.247627913357019,0.687166831621656,0.834236705260968,0.00538692766470323,0.0122727387136919,0.0113210378509939,0.0151741796087734,0,0.496010754127643
ENSG00000224081.8,0.171657467200815,-3.58175963257753,-0.115444707014033,0.00825714117778793,0.0271675565144459,-0.0607873244655655,0.112561246049382,0.0698195834894444,-0.0490480329902614,-0.00765729271922928,0.972026462095632,4.70915033547577e-16,0.168175550425064,0.851095089986006,0.728709827138503,0.460143137957582,0.210683876661302,0.34559032037099,0.494453547043473,0.926957251354667,0.927073047072476,0,0.853191689756494
ENSG00000117519.15,-0.443460910314845,-7.13299597524415,0.0245981266332079,-0.00617244298489346,-0.0290561426849317,0.0371872786239399,0.0369963161323515,0.0558827949665493,-0.0101518848269864,0.00588927820500162,0.792801631889384,2.05958341569906e-12,0.244663278679615,0.671608185857613,0.199082439222424,0.131188516112132,0.231145697212535,0.017736262777725,0.69432952619137,0.837598514184158,0.840246949128557,0,0.838902299665418
ENSG00000122481.16,1.09572339221175,NA,-0.10037865158159,0.860440287909966,0.0634359504036361,0.0472347738976695,0.0731513638765048,-0.00337269946628785,-0.05025405845822,-0.0109479495858961,0.757350899652349,NA,0.16014121616753,0.0549381227558059,0.246485157878436,0.423910282736784,0.235777834108,0.94244579244077,0.363498990183762,0.856806689114398,0.856799565032294,1,0.842425212947276
ENSG00000157881.13,0.323512017862287,-6.70969063363943,-0.0260561881038653,0.15349401140702,-0.0240562738521837,0.0414945766881896,0.00111344064934367,0.00675841879003172,-0.0286713897783901,-0.00238594493897237,0.895214056256233,0.000668744352804473,0.471422624278078,0.354443579570813,0.476708855001725,0.179340361001206,0.975666295245118,0.831227975730832,0.401479578355075,0.954378814244368,0.954391082906013,0,0.854939566621972
ENSG00000162688.16,7.76649789113858,NA,0.206428211658343,0.468345529455487,-0.0510142873022981,-0.0032237816462105,-0.0729183255238814,0.20791677230787,-0.0650725400988107,-0.12872238030028,0.0687663042121152,NA,0.0230643003841732,0.207898617858141,0.425369163026125,0.969144607231743,0.418204751993718,0.000467396556289785,0.164383447181216,0.0782675021436541,0.0782092135597683,1,0.61723210748567
ENSG00000117620.14,3.23229757501017,NA,0.0345262326684045,0.0641018081239008,0.0407884861510133,-0.0297573250357216,0.0995332391802336,-0.151338945235958,0.0106645143316179,-0.0576021604967518,0.414767218874144,NA,0.600881138019713,0.822490177882684,0.4461246327617,0.559162475600238,0.101354157680818,0.0128916678676372,0.860429663493532,0.391232306859344,0.391044877870756,1,0.770665923625012
ENSG00000137996.12,4.90327204903861,NA,0.0170539575268874,-0.336519043134147,-0.0561038175934284,-0.205414578388837,0.0204000879140219,-0.0347568163115876,-0.0713202166212526,-0.0803358847942789,0.525549223326913,NA,0.796249713564048,0.36906923382855,0.478267532609088,0.00572093165231566,0.659470913049979,0.79384430371763,0.410684828499484,0.542459749242804,0.542278721200603,1,0.811901082381602
ENSG00000181656.6,-0.0746817079839223,NA,-0.000251338859885554,0.129175050390137,0.0115358866494637,0.0224409558876125,-0.00869681471080999,-0.00627467119755292,0.0115936500734833,0.00318618927358846,0.945070093097601,NA,0.988551455378791,0.324030710215242,0.534463509673434,0.0890851572504027,0.64073838148605,0.651853081576987,0.56927471718553,0.862882813985404,0.862882621409604,1,0.844223087296862
ENSG00000233184.6,6.79490205935487,NA,0.864164024172132,1.50829000259449,-0.137267195400551,-0.112156914774191,0.0295498408348772,0.00963659766575609,-0.357202596040051,-0.121211127561582,0.380969022087527,NA,0.644949948856689,0.11055609985134,0.373155186087513,0.24906092132773,0.790320237631844,0.900341340650033,0.023045568810995,0.353900091297487,0.352941384067037,1,0.770284292693103
ENSG00000185946.15,-0.487513784090597,NA,-0.00652266334790374,0.052964550258436,0.0118512070312354,-0.0166935765841108,-0.0182055376134896,-0.0505315716733185,-0.046043810747668,0.0106211217904405,0.869998647441044,NA,0.917453927154832,0.749493898274815,0.746354738440843,0.681356793216056,0.619832169760559,0.162075666100299,0.329106126457967,0.833557770703887,0.833559965396154,1,0.838172886666478
ENSG00000240038.6,-1.00550836960575,-5.03672295204826,-0.00998152082703636,0.167499540460988,-0.0218853442624397,-0.00384214488728601,-0.0144241259681205,0.0314232942304791,0.00941793980027208,0.0237338992749055,0.760723205541821,1.58660122426917e-25,0.826546333567349,0.404523969037559,0.579929779970907,0.930858788607768,0.757002002641517,0.401727962862529,0.844291420562995,0.67226104196596,0.673063859452796,0,0.819456192710822
ENSG00000198890.7,-9.92823768636929,NA,-0.0095520979382571,-0.0217588056303443,-0.0719007878689205,0.0272410629698055,-0.158686726890547,-0.00512193560725887,0.011005385256319,0.168304603908223,0.0748038690049315,NA,0.926951004478316,0.652923963052817,0.389585211275423,0.718077212797418,0.0766785012408953,0.940337101583268,0.892756003687144,0.0759974875118308,0.0752783388076697,1,0.615976454907474
ENSG00000157873.17,-2.1180097759945,NA,-0.00825751132849136,-0.00592087567618719,-0.0178895840167357,-0.0174513009124479,0.022902624577109,-0.0101808008726447,0.0378807794346322,0.0339968101132369,0.247118010444615,NA,0.780171353814426,0.818517774919336,0.568982741456667,0.638400009702306,0.473859686274875,0.753512073399492,0.174197603196125,0.275764053026097,0.275623856976359,1,0.738621925598042
ENSG00000085491.15,9.2780018576973,NA,-0.0823713734811795,-0.249116153339277,-0.0199566617127507,-0.109402811835646,0.132037093938449,-0.0761395276637574,0.0424515248855735,-0.153370834262498,0.109287430741165,NA,0.491233822692433,0.48140127781349,0.823013971299923,0.225362418902883,0.162861191481908,0.39091667388187,0.659722368602985,0.119528767044158,0.11750289877817,1,0.671860626873625
ENSG00000121957.12,0.136663125464221,-7.81477516311745,0.0174895669500985,0.0193606133474736,-0.0733600482111043,-0.0273668766762324,-0.0457065198038799,0.071976298586144,0.0474656438855781,0.000475904753669892,0.958201705658659,0.222799068230068,0.665654078745705,0.866984274755765,0.112384903873257,0.410856311804146,0.306252297753698,0.0479736537660239,0.197396715406874,0.991461855223238,0.991666230988784,0,0.860230350025644
ENSG00000143126.7,1.50394966306843,NA,-0.030419555860112,0.0466801112006703,0.0441956795137654,-0.0287585011082829,-0.00863427459744469,-0.0259358023836889,-0.00729719253845315,-0.0238247923149033,0.418817989919421,NA,0.27889010488263,0.765476562405384,0.145163199455497,0.354054613249441,0.75662488072168,0.337795393140808,0.841723898046635,0.454437055087611,0.454400988549311,1,0.785133074681053
ENSG00000134222.16,-1.62443869857307,-5.50420512971687,0.0267878296364069,-0.447984245795038,0.0465960955867131,-0.0585422195854771,-0.071722725922259,0.00908837545932596,0.0488371247350393,0.030438709165089,0.606780343973349,1.00504096482203e-21,0.524495420896232,0.065449249386883,0.316373483502307,0.163894565795274,0.0471535906903941,0.818970394664969,0.160933792636611,0.571669543803891,0.571910833483378,0,0.815129534675757
ENSG00000065135.10,2.19369961465808,-7.23936526429596,0.0142644768859336,-0.0194671857009461,-0.0492015857619338,0.0815909097357945,0.0176534139245999,-0.00187575643477495,-0.0104805279820544,-0.0341797947228101,0.296375935053921,0.0145856694594606,0.60717942171576,0.520429621011791,0.12961127267747,0.0122401884050764,0.525261700665555,0.951834586049728,0.746405171902089,0.340159203920971,0.341254629994537,0,0.765708470537014
ENSG00000116337.15,1.54136299066944,NA,-0.0411872186213173,0.00777283319966672,0.01001945072048,-0.00427639785744299,0.0148916203906097,-0.0118055368708581,0.00174199162426459,-0.0250247018869838,0.048994137394579,NA,0.0991281369904409,0.930805287550586,0.512357889628827,0.733199997374426,0.24841226455531,0.440048562553789,0.906172776553328,0.0607546881165153,0.0607154153495127,1,0.588982068821265
ENSG00000168765.16,9.3281276180238,-4.2126629583173,0.0193800868204802,-0.0200226473657317,-0.121906798018339,0.0818439493328608,0.122394395914649,0.11222489946098,-0.0635172807623515,-0.153880292015365,0.045560283486601,4.0121936312065e-19,0.791451552945838,0.976202453066274,0.0771617779996876,0.221854325228395,0.103119996515356,0.16046996455351,0.42740178781412,0.0540217079868511,0.0592266013623273,0,0.583190819850803
ENSG00000213366.12,5.08391040736085,-3.53783398119237,-0.149057752821598,0.0264666790011636,-0.0558656696975892,0.0459575011805304,0.0185784490768748,0.0287775010936761,0.00186739251096452,-0.0812270804260542,0.113862951604904,3.87255105313014e-59,0.0405398870614841,0.551572099926159,0.317558999562305,0.440174803020942,0.734787413236374,0.527508134073186,0.972161866764362,0.137781475640089,0.141067233366912,0,0.682299172329558
ENSG00000134201.10,-3.9712115282998,-2.75680955571762,0.373804226783347,0.139265367078745,0.206191294524767,0.0878590499946403,0.0555484359497783,-0.137189154545871,0.221888912655831,0.0906599728919273,0.543180729315803,9.09368410621248e-32,0.062071644386296,0.17105094733822,0.0399938341869947,0.471342832075543,0.623618074885797,0.09039387236819,0.0229538507325639,0.414255919297379,0.423047552214313,0,0.773774639693726
ENSG00000177133.10,0.852642863949829,-5.81742004308194,-0.0259882703731173,-0.00738831526348442,0.0129616332959128,0.0136530851294041,0.058642745390305,-0.0045643129008436,-0.00871085460691384,-0.0122489702503785,0.581395957828163,7.13377262053039e-62,0.179644706970961,0.769224663996056,0.585565541212856,0.52818938964496,0.0263368263196906,0.831727536906901,0.677667533171037,0.642989785786048,0.644777386010803,0,0.819082872243349
ENSG00000134202.10,2.81580365923218,-4.42103764061043,-0.0419421026005155,-0.0938785589877404,-0.0224882134335573,-0.100349390893018,0.0130298280311626,-0.0331119923244565,0.0331239177219122,-0.0570018727040783,0.245097016173132,1.32665115379093e-91,0.232392863036976,0.341480627388644,0.527914108372587,0.00373227380862277,0.718926957117901,0.354097616183173,0.247097467200514,0.167171256937677,0.170964892288657,0,0.69087565551756
ENSG00000184371.13,5.16108083059007,NA,-0.125186120026289,-0.0352294861286,-0.00833770346898256,-0.01809234243452,0.0923980956876467,0.0334741500444591,0.00842730674986159,-0.0851465158766226,0.00787251880547928,NA,0.127510755846952,0.776146299060482,0.760885875759444,0.482171347302631,0.00564391775431089,0.14313624736896,0.761731172855179,0.00999374098394289,0.00996116674068349,1,0.438924342405712
ENSG00000259834.1,-4.83723827525229,NA,0.0860419696947938,-0.193405212501323,-0.106301407298715,0.0522535127279503,-0.0440599058801037,0.0541200055137318,-0.0909564585322999,0.0869949186963198,0.272575259847561,NA,0.183689342544553,0.321028671067729,0.14368003707746,0.325087772428414,0.422064977209059,0.367241173769251,0.10441971006171,0.24700202826097,0.246457997981981,1,0.722494528706913
ENSG00000156171.14,-0.990234977748076,-3.52743862851507,0.161626507065242,0.0833386271943872,0.135863734902418,0.166431796991851,-0.0874518124126178,-0.0640881976525962,0.161087843738759,0.0123306814566399,0.851714166437277,4.53267401512094e-12,0.0696307876622146,0.312209775695973,0.21516249210765,0.0470767279912298,0.316357189507285,0.429843980454357,0.128732627269831,0.891531453410216,0.891184677078583,0,0.849142482439141
ENSG00000173947.13,-6.57094561132662,NA,-0.0209850413895681,0.0517406191342827,0.00030141481873916,-0.0266004748059546,-0.0669985426524691,-0.0200286155621539,0.0275729947542659,0.111114677082268,0.00930883631716372,NA,0.586565047206302,0.214045453120095,0.992434339293879,0.444146897879623,0.0731127737755661,0.480614790715681,0.389957161265584,0.00960489639068904,0.00952947667857063,1,0.432362560652245
ENSG00000085465.12,-2.75174597235571,NA,0.0524557526786292,0.00482524798279726,-0.0449974429629998,0.0161373040142133,-0.0343001945007401,0.0186994809659964,-0.0685705342256613,0.050354649271011,0.10899280914945,NA,0.130232629118435,0.859179558623484,0.146966318837538,0.62198911781975,0.296129151504475,0.468130363791413,0.0127909634867309,0.0857170926226869,0.0855812436149221,1,0.630194376878228
ENSG00000260948.1,-10.4500292215768,NA,0.00267144626321736,-0.569677906947462,-0.106891873563303,-0.0652228092279399,-0.121649963891236,0.0423237626469515,-0.0404337974254323,0.170993100109551,0.0560510503828894,NA,0.98048282980389,0.35646442946649,0.209105502380288,0.442793031171069,0.112569676369118,0.524419589288679,0.629374821675182,0.0666035772034266,0.0654630838714764,1,0.589069430921662
ENSG00000282608.1,0.10285930808087,NA,-0.0063498765277912,-0.0968916829458718,-0.0541342208135415,0.00228581893843304,0.0284115454128163,0.0252387465210576,-0.0980009560746467,-0.00561325810750213,0.968947405126371,NA,0.893338226702339,0.596375711026677,0.249406202172517,0.958563596136998,0.495272285612489,0.517587514765566,0.00443013258488312,0.900702300140947,0.90071686200258,1,0.849635796062008
ENSG00000162591.15,6.15683126171846,NA,0.0357954373513626,-0.132498732479618,-0.130770454883975,-0.0314351292592863,0.107166181701659,0.0873483664400273,0.0676076282083459,-0.0981015723593532,0.295800739188306,NA,0.646059360056402,0.378061941988643,0.0774666839062228,0.726146945271586,0.112260799736788,0.218652143782863,0.372482314220373,0.328298238137939,0.328596595820063,1,0.762715233137742
