nm,int,od,cnd,e.int,e.od,e.cnd,pval,status,qval
ENSG00000229393.1,-0.648249271901609,-5.08633151312005,0.0285869699855165,0.00481631908903149,1.59938636265157e-08,0.500099614135862,0.500990815834255,0,0.97571922921154
ENSG00000229635.1,3.14741230702021,NA,-0.484399020063023,0.00430687549661026,NA,0.0147029522735591,0.0102965304212261,1,0.66671019998915
ENSG00000023909.9,-0.44603735761821,NA,0.037365235277744,0.0680086464274959,NA,0.409824699489722,0.409075151337175,1,0.95791645873479
ENSG00000157881.13,0.0715326930641257,-8.38411119193795,0.0102266968346755,0.559158571387408,0.107925133896907,0.645910953523226,0.646043770564702,0,0.987045116479987
ENSG00000224081.8,-1.02059186807372,-0.913417107212246,0.060344992256444,0.344278755978488,1.78528618149852e-05,0.754948777493099,0.745930230371003,0,0.989495582181187
ENSG00000143036.16,-0.730437046035114,-2.25012723671219,-0.0500831871726866,0.284980813196309,1.9040514638437e-20,0.686730322481988,0.674508860888882,0,0.987045116479987
ENSG00000117519.15,-0.22457617341601,-3.81681424037238,-0.0344636220247307,0.537359299421323,4.68350861979928e-31,0.597905726287805,0.600683878213332,0,0.98398834928155
ENSG00000152078.9,0.310080421588719,NA,-0.0305689098673931,0.0369835240122515,NA,0.254826097522486,0.254690977798223,1,0.918717182445741
ENSG00000122481.16,-0.288664157835437,-7.17153934911547,-0.0067096193699038,0.311006293695791,0.113748522154681,0.896539516421345,0.896566049956499,0,0.997578683262034
ENSG00000162688.16,0.15794437205442,-6.81520040586137,-0.0137259362741199,0.14694515560588,3.13090949447722e-16,0.487936312519439,0.489820526891251,0,0.973167520196641
ENSG00000117620.14,0.308821094168819,-7.0860200058008,-0.0241158997074348,0.115112557720881,0.00789543075534841,0.491682807739488,0.499810729698674,0,0.97571922921154
ENSG00000137992.14,0.0564711262192587,NA,0.0130260524600309,0.778355618183654,NA,0.729166303555899,0.729191994161834,1,0.989346900727928
ENSG00000137996.12,0.170768746581705,-6.20279825260164,0.00400240762799437,0.393171671034684,1.97185975003133e-11,0.911794363356057,0.912250607093751,0,0.997807995715892
ENSG00000162694.13,0.303277412051116,-8.82580846688581,-0.00506221413140544,0.177234273940465,0.595472742996807,0.912596537684297,0.914257222573602,0,0.997807995715892
ENSG00000233184.6,0.134278317938078,-4.37842207194239,0.00289591680041486,0.747005665080466,2.46248358071229e-05,0.970414614761604,0.970418768827534,0,0.998015168983543
ENSG00000157873.17,-0.230312064495762,-4.06612345148012,-0.0289021272579062,0.368583422807142,1.16503425526583e-43,0.536950332573343,0.53657110874467,0,0.97571922921154
ENSG00000240038.6,0.593522553172248,-5.98948258393366,-0.0415264297450062,0.000662788740197535,9.53874687744939e-19,0.205403393673008,0.2182810701915,0,0.918717182445741
ENSG00000085491.15,1.76299158973737,-4.03399420258812,-0.138773880426203,0.00339875456292623,0.00138085749578398,0.20677097528875,0.227391494692729,0,0.918717182445741
ENSG00000085433.15,-0.0464184004633868,-6.57849371999985,-0.0125847948610853,0.736167375029534,3.10726690009773e-08,0.622808611180659,0.624453961903819,0,0.986581134037764
ENSG00000215717.5,-0.108260758296456,-8.91450270916095,0.00412294920859034,0.379807635418221,0.292034812791096,0.850986968325606,0.851011370310976,0,0.993759699927578
ENSG00000143126.7,0.0379525855126522,-8.51390369926301,0.0183585702823104,0.697599687011178,0.00351630894552086,0.278552573389669,0.284992937745406,0,0.923839993037736
ENSG00000134222.16,-0.102066626297034,-4.69250160877881,0.0932027272202253,0.814389447268895,1.44044978641747e-06,0.224750360682155,0.234038198203879,0,0.918717182445741
ENSG00000215912.12,-0.230740420920092,-4.7572993600627,-0.026583176378497,0.706270849252376,0.0262853284277333,0.811886292766002,0.812512310886766,0,0.993759699927578
ENSG00000174151.14,-0.0336064056566525,-5.4465572112371,0.0560016763283781,0.908263311012652,2.55962539420607e-10,0.291216245739109,0.292117207577227,0,0.923839993037736
ENSG00000168765.16,-0.366492862120765,-4.9360627888325,0.0146832942286157,0.5789949508145,0.000308249235656905,0.900992882901592,0.909165921844638,0,0.997807995715892
ENSG00000213366.12,-0.219499824071295,-3.63018448519325,0.00375115124277715,0.468214553063987,7.49306175836882e-45,0.945749507299932,0.945577401760249,0,0.998015168983543
ENSG00000134201.10,0.753252986398375,-2.6548311964119,0.0494228016838981,0.250702088425284,1.89103454206133e-18,0.672266758941076,0.670580365462016,0,0.987045116479987
ENSG00000134202.10,-1.19395504717898,-4.37831642712421,0.0806669971709634,1.11716034625812e-11,4.94495969985414e-72,0.0115068989716373,0.0115002171830989,0,0.667156349334525
ENSG00000184371.13,-0.112121644912571,-4.69949133414615,-0.0103880702518122,0.656404071759417,3.97718061085146e-16,0.8236974208565,0.824153840860995,0,0.993759699927578
ENSG00000197106.6,0.0821122969147306,-8.18935439014597,-0.00594523428096076,0.116808612373838,2.50010838500337e-15,0.54098275781028,0.541141791188385,0,0.97571922921154
ENSG00000116396.14,0.259844523945454,NA,-0.0268435485707213,0.173171932057033,NA,0.428823041981795,0.428565986393532,1,0.966929870127556
ENSG00000227963.1,0.379128365400131,-2.89090687854554,-0.175208253007151,0.704333810144193,0.000252682101886586,0.351931667416897,0.361697154818482,0,0.937785751683003
ENSG00000130762.14,0.744445540088763,-4.791990027163,-0.05112861066689,0.130646153983423,0.00216685051147435,0.553072662212881,0.553497176631268,0,0.977465904393347
ENSG00000177301.14,0.0674399728509066,-5.91744415011968,0.00597295457326248,0.646339752600199,1.32567298220452e-44,0.825606685137261,0.826067238699189,0,0.993759699927578
ENSG00000259834.1,0.0742915017687739,-7.07964518737748,0.0132989513100988,0.624753815551381,0.0043269770428359,0.624916843952669,0.626860961336701,0,0.986581134037764
ENSG00000156171.14,-1.13686420408675,-2.93869743489986,0.0855593486731537,0.0297260313660239,2.24840809035063e-19,0.374296662539285,0.368405037174404,0,0.941200771186773
ENSG00000085465.12,-0.117238863451029,-7.40179781168707,0.0432160790083095,0.261778007792404,6.18324124877433e-06,0.0238570649277331,0.0296189825826358,0,0.708468375552021
ENSG00000260948.1,-0.135154163581977,-5.75121970015599,0.0620504042372785,0.582631096121428,0.000770064296110866,0.16908329262485,0.170915217333847,0,0.884399386190152
ENSG00000282608.1,-0.738748661877307,-5.64633361694123,0.070168236422986,0.223229496172945,0.0735964708631688,0.5193161912027,0.520127563496611,0,0.97571922921154
ENSG00000116473.14,0.179873420212256,-7.10278332515974,-0.0193404020213527,0.0236874624063525,2.63223400623412e-13,0.192397090572585,0.192485419850449,0,0.915387297254652
ENSG00000231437.3,0.287955182573886,-4.63863179270585,-0.148403915197646,0.508764918857598,1.83749275688121e-11,0.0637630297065395,0.0718952933022015,0,0.816900372216782
ENSG00000134245.17,-0.0104593718550426,NA,0.0452871270090064,0.959455823678463,NA,0.228063854924391,0.228381382348919,1,0.918717182445741
ENSG00000158109.14,-0.299421064743825,-5.37894977511755,0.00567693396500298,0.429611976458504,6.61700959463587e-16,0.932148528969593,0.932291742037242,0,0.998015168983543
ENSG00000116489.12,0.328642377920643,NA,-0.0266263836763094,0.043807147593761,NA,0.370678013150676,0.370337746983755,1,0.941200771186773
ENSG00000155367.15,0.265099866472953,-4.26968877128331,0.0254313248257161,0.755165979303074,2.26483377785726e-08,0.85882439629356,0.859866206055288,0,0.993759699927578
ENSG00000155380.11,-0.162807100232511,NA,0.0519415747576786,0.287041435206467,NA,0.0673239312296441,0.0672610255406665,1,0.816900372216782
ENSG00000116793.15,0.140939004399995,-5.37709452361286,0.0143962535479828,0.360602752451309,1.12744008473678e-22,0.613021134560263,0.61330063279065,0,0.985918392010101
