nm,int,od,cnd,e.int,e.od,e.cnd,pval,status,qval
ENSG00000138463.8,0.739848450746497,-6.80971264926503,-0.0519338920744882,0.356360929406333,0.0492887133415997,0.343749570755347,0.344402961534516,0,0.651854251581047
ENSG00000273033.2,-0.0548928335598368,-6.64252025641782,-0.00781736760744076,0.918412021948529,0.00554528131326756,0.829066346251191,0.829003487659072,0,0.79232961428311
ENSG00000082684.14,1.77553273764931,-3.67836087656136,-0.108079964948521,0.0217944398037172,3.23669551837552e-33,0.0379548593808784,0.0404630521674388,0,0.337547514177596
ENSG00000065485.19,-0.771945453534873,-5.43391236285805,0.053824410015414,0.242930361621625,2.05254112232557e-05,0.219235862303347,0.222649790854006,0,0.580892277533327
ENSG00000154743.17,-1.38045517971676,-4.75280907246869,0.0814707167191037,0.0854000205709407,4.59828144591473e-11,0.133220902529793,0.135907809792321,0,0.508447963312129
ENSG00000121542.11,0.785031812119026,-8.4849775806947,-0.0435821909062824,0.0447397829696248,0.494742910403554,0.0956540040177198,0.101839493901571,0,0.467474416889761
ENSG00000173175.14,0.911004690490421,-5.03163798762322,-0.0532500871424386,0.0566208399022607,1.68367412632149e-49,0.102607402974821,0.103134727807283,0,0.469271482028775
ENSG00000206527.9,-0.187290010507622,-7.35012378699245,0.00582811473803374,0.672205997667349,0.0379371516363446,0.846165998342961,0.846235875212565,0,0.796444976567189
ENSG00000065534.18,-0.203739697485954,-5.70855560332308,0.0231121496078763,0.671669028484185,3.88785791168976e-16,0.475613477890971,0.476246941051141,0,0.700042416096137
ENSG00000175455.14,-1.75487988609502,-4.62353154970376,0.111477745879403,0.0238596752286154,9.72302384519896e-13,0.0348220307574077,0.0381160093907095,0,0.327230875049762
ENSG00000160145.15,-0.304822610939965,-6.33860547314683,0.014852177749392,0.317866530316266,1.59836678252232e-32,0.473133682394762,0.47541463425701,0,0.699850726686988
ENSG00000114491.13,-0.623677731213181,-5.73489279276526,0.0401525080241249,0.247455354464342,2.39650009166493e-07,0.260945674774031,0.2607552491723,0,0.605340346158786
ENSG00000082781.11,-0.304284957472181,-5.65184549408939,0.0147602534916738,0.123442362410648,2.95327528646739e-207,0.263147015295222,0.263036610248222,0,0.606078478686658
ENSG00000114520.10,1.2021445764671,-4.91094763846827,-0.0795049188567908,0.141506655552949,1.58117430209987e-07,0.145078539037787,0.148426762856222,0,0.524972797933559
ENSG00000241288.7,-0.397796253645976,-4.45156176308671,-0.000508984050246962,0.858061744489697,0.0386549725769515,0.997239038930204,0.997237597835988,0,0.820110665648215
ENSG00000171084.15,-0.262326222927653,-2.70138032458644,-0.0543050829879073,0.882033738106018,5.93737095625686e-20,0.652315131038287,0.64733541420505,0,0.749394139519473
ENSG00000241439.1,-0.070057173949817,-3.557867581564,0.116916539422705,0.978682114401344,4.52241603387219e-06,0.522366617653352,0.515682367440173,0,0.714948327363652
ENSG00000114544.16,-0.273824255848759,-5.93327973567485,0.00788003175441278,0.285509857396596,3.87927640199634e-56,0.650505314745937,0.65094315526025,0,0.749782636418012
ENSG00000075975.15,-0.572451949724081,-5.18338133249847,0.0254499983746025,0.0836005455150299,2.97338175990173e-87,0.257568618740313,0.257792358130505,0,0.602406136641439
ENSG00000144908.13,0.21158666676038,-6.07338533692682,-0.0158057633258162,0.710217892734902,5.69284292689041e-15,0.687965971953739,0.688166994293344,0,0.758540122287809
ENSG00000250934.1,-6.23927637891471,-2.88565368926949,0.410276134411829,0.0634841850031118,0.000316419819086964,0.0721313730599872,0.0833128288497189,0,0.431720978698539
ENSG00000070476.14,-0.431561351286653,-5.17770401258557,0.0154511786172982,0.330684116287122,3.0130920631869e-23,0.604158649510708,0.604686871635135,0,0.737762291532361
ENSG00000197763.14,0.928278434062561,-4.79714841779713,-0.051995669201497,0.657479407847874,0.176981799261251,0.707999741616445,0.709710730129012,0,0.765430627088205
ENSG00000159685.10,0.393273316359594,-3.93358363038791,-0.00628297151766344,0.70776327430847,3.46922301494079e-15,0.929752991199087,0.929676493936487,0,0.81073482017018
ENSG00000114554.11,-0.0100739207976074,-7.13251009164552,0.00518074658779739,0.96610152886772,1.06252745790854e-14,0.745066671794875,0.749934923438159,0,0.776195967549286
ENSG00000163870.14,-0.899331328097283,-4.91025059268371,0.0753044708748534,0.187040449844944,2.43729495117527e-16,0.106060794291931,0.107456117714244,0,0.472675040304412
ENSG00000114626.17,-0.96207221261997,-4.28853668543487,0.0694299181384157,0.207614328953909,1.48187144545933e-23,0.173966603154632,0.174274261761198,0,0.544291105809916
ENSG00000074416.13,0.0114431786926898,-5.77698470108966,-0.00197372410303481,0.93978276913145,4.20254709525725e-304,0.844524796801602,0.844518631394059,0,0.795574367289394
ENSG00000187715.13,-0.0411836742134048,-4.85109358108273,0.0342596574434973,0.964936749493173,1.56647051423923e-14,0.591420760201532,0.591000494301075,0,0.734026918289299
ENSG00000058262.9,0.0427833512132576,-8.43673285455183,0.000786583305544207,0.754001343652683,1.36491917061453e-18,0.930482825320651,0.930612321635784,0,0.810828861734527
ENSG00000132394.10,0.20430823939425,-6.78683011599524,-0.0234528812240962,0.687994721920086,0.0018849973106725,0.497786201626406,0.505200535824682,0,0.710212521036306
ENSG00000170364.12,-2.76823402335066,-4.27531827252903,0.163893633028043,0.0558211608557591,4.32978326036892e-06,0.0946781640099706,0.101012005269752,0,0.466531847928287
ENSG00000179348.11,0.27537115241464,-5.83458280578148,-0.0133940484296706,0.326889177532199,3.05125548371652e-37,0.476155443754404,0.476550610831893,0,0.700042416096137
ENSG00000163902.11,0.262560858926311,NA,-0.0135716904724869,0.0429521010217263,NA,0.116877865579841,0.116882539986998,1,0.486379577949058
ENSG00000075785.12,0.227455036138861,-7.60619689272176,-0.00844058421126543,0.415505095257101,7.90830904226776e-08,0.655698123421932,0.657960376388644,0,0.75177934614688
ENSG00000177646.18,0.00168989169582423,-4.769098624449,0.00677910808446927,0.99627378314612,1.51226838066711e-89,0.783653537529685,0.784072221428404,0,0.783381907620394
ENSG00000114654.7,0.669499774438469,-5.05914605049877,-0.0274767556040947,0.23628678225969,6.36968255806194e-13,0.462845136825119,0.463324949773569,0,0.695540306527116
ENSG00000172780.16,0.38040130711072,-6.48333192831744,-0.0230593742407664,0.691660386243788,0.318869726064265,0.713969370846584,0.714160257915819,0,0.766827341915701
