nm,int,od,cnd,e.int,e.od,e.cnd,pval,status,qval
ENSG00000064703.11,-0.437741703014635,NA,0.0130357933405387,0.347596911331668,NA,0.497870911435954,0.497879850502952,1,0.717290073550459
ENSG00000143079.14,-0.34134182906268,-6.99879099773849,0.00735409491790727,0.205966720872433,1.10136136018725e-16,0.511077638500818,0.511144788904988,0,0.717800422494096
ENSG00000134245.17,-0.388178229137709,-4.73700053962224,0.024856521921415,0.700504820336789,1.72325508531669e-09,0.558262149601351,0.560474463433754,0,0.73368429720414
ENSG00000007341.18,-2.16410594076202,-3.87709852497651,0.0922020092235944,0.00769175064212831,2.97670469147641e-39,0.00608142338181885,0.00661174130829256,0,0.122336800216435
ENSG00000116489.12,0.926601470695364,-4.38667982158665,-0.0332993583601248,0.154283229676082,2.34554301960841e-128,0.220091364004842,0.220542908144927,0,0.586968324000884
ENSG00000155366.16,0.566934574649232,-5.78033848677006,-0.027332779556856,0.181407697313205,2.2985965657253e-39,0.1205247395619,0.121700355985103,0,0.487461116716176
ENSG00000155380.11,0.300039059985921,-7.80251906549335,-0.0100982289098525,0.211034769318061,1.0878325799006e-18,0.310947395809104,0.310933612550193,0,0.638627037416261
ENSG00000226419.7,-2.2502433077706,-4.99509236078155,0.0837130148648683,0.204903156071826,0.00052045458318838,0.259296358542393,0.259372298928163,0,0.614544237512803
ENSG00000131697.17,2.2763777560347,-5.07510029129949,-0.109744128134175,0.00513182761620199,1.0058017529346e-21,0.00119608487430088,0.0014088736607053,0,0.0511061075577189
ENSG00000116793.15,-0.253254342050061,-5.99256708998632,0.00409900804190423,0.768262113458148,8.80799584300496e-06,0.909594113151844,0.909801082767488,0,0.801971387632539
ENSG00000134262.12,-0.0359246014283022,-5.51284905251518,0.0091768323343036,0.95870113656323,8.37722805720623e-21,0.753082942621895,0.753570913576232,0,0.774620209749485
ENSG00000116774.11,0.0672809661400119,-5.06957868249908,0.00257684785909258,0.920127668112129,3.25893006367322e-76,0.926640532455718,0.928003603053088,0,0.803711268592641
ENSG00000116752.5,-0.134395523594878,-6.87677196941724,0.0082556910356465,0.737536557598665,3.97611078203185e-11,0.61750569272436,0.617505100385941,0,0.746106203755052
ENSG00000213281.4,0.468919992987489,-5.34687774889194,-0.0145582208852815,0.461386801350516,4.68295438054813e-33,0.582418569549963,0.582582150903129,0,0.737680205720269
ENSG00000009307.15,-0.129401470336783,-8.90849848967172,0.00828072388431754,0.517472194216999,2.43391883023736e-08,0.320252879685626,0.322444077228037,0,0.64284888810497
ENSG00000134259.3,-0.862865075577326,-2.73771920988518,0.0668574659128531,0.575492585955625,3.8389962563304e-28,0.295119921768072,0.299191285230755,0,0.632872986855299
ENSG00000173218.14,0.384213767340116,NA,-0.0190311272401952,0.225884819134438,NA,0.146863602053042,0.146802217469477,1,0.52022120379611
ENSG00000163393.12,0.312276365423936,-5.77475796599083,-0.00665488106446389,0.496573209664212,6.48776342173676e-28,0.728010081851389,0.728898281256046,0,0.769717223560594
ENSG00000203865.9,-4.32002108699408,-5.32611668581289,0.213895305489012,0.177176530056535,0.135654934024089,0.118791402775543,0.117220547352522,0,0.48051051108197
ENSG00000134247.9,0.44321216478294,-6.59221013958957,-0.0271245618587117,0.154017136758925,1.7291241181349e-60,0.0369115713064119,0.0394329365629848,0,0.305900466868266
ENSG00000198162.12,-0.138884466592251,-6.94789091672198,0.00872354780523762,0.554818472460351,3.20117077072238e-49,0.373900524707466,0.373992148541431,0,0.669361600397658
ENSG00000116874.11,0.142126797112739,-3.80925277376805,0.0151457995744902,0.820284463231212,8.36185278194873e-143,0.562461482172871,0.562842344292413,0,0.73368429720414
ENSG00000231365.5,-0.339889331418414,-3.71672339471061,0.0245724757883341,0.623122562568073,2.32875164040907e-120,0.39617904259022,0.396998806256844,0,0.676954178965457
ENSG00000143067.4,0.493477112918934,-5.56633552200199,-0.00940020836454268,0.31072640641102,4.77240569390562e-50,0.640083234836878,0.640531135344684,0,0.751055634506913
ENSG00000092621.11,0.541091091865647,-6.32961383666458,-0.0182721945571649,0.0783731793379269,1.5162411856276e-76,0.153616486004825,0.153725999874719,0,0.526138310200643
ENSG00000265808.3,0.0274658996101866,-4.30409053339608,0.00816460649897282,0.962886846312378,1.27852999109396e-84,0.741775593070115,0.742112762711173,0,0.773338773945821
ENSG00000158286.12,0.443627602954597,-4.47217306531454,-0.00713466896722214,0.71640208336476,1.32517372338995e-28,0.889510009581457,0.889783119201684,0,0.79881334274951
ENSG00000270392.2,-1.058567513544,-3.99252962994692,0.0115301712273185,0.406520350131812,2.75650316189912e-14,0.828731667399517,0.829437471643747,0,0.788412678791959
ENSG00000270231.3,-1.68714232697365,-4.4808076447666,0.0462898718878134,4.33260649437304e-05,8.74956140630819e-256,0.00709477265557166,0.00752334805707958,0,0.130920767410687
ENSG00000275131.2,1.23656580795162,-1.5131340546582,-0.0810807834432613,0.709484311129645,7.97818803695262e-19,0.562382089541097,0.549213339115531,0,0.729321777734339
ENSG00000171943.11,-1.20478342200606,-5.54451417260825,0.072773326117732,0.229058420045627,0.000393698903231226,0.0836847354513961,0.0848466954456133,0,0.425739826191478
ENSG00000116237.15,-1.13692746075814,-5.05678373601105,0.0588423709187835,0.115194797107933,1.38992926364808e-74,0.0519709086102802,0.0556348652752312,0,0.354710967092634
ENSG00000266338.6,1.6164784119221,-3.64935338022532,-0.0358724628336275,0.275177399151457,1.64590903831601e-46,0.560449962335735,0.569131407159028,0,0.735355874615591
ENSG00000158292.6,-0.732744006214824,-6.85852019261736,0.0384969589126449,0.0480294988443734,1.34089037420747e-10,0.0133119712661192,0.0150838387033539,0,0.193274663443804
ENSG00000265491.4,-0.0638440125020236,-5.38821464053508,-0.000516800191133533,0.876174041185903,6.88842802748769e-100,0.975886693445136,0.975886684814232,0,0.810506924610367
ENSG00000198483.12,1.43424088327601,-4.14750751058687,-0.0506451120141032,0.276553884993802,6.87299713123756e-12,0.353484253472895,0.355402922550171,0,0.66188665747832
ENSG00000143127.12,-0.382688292022594,-5.77111623812856,0.0194120591450067,0.396728010287409,2.36998421123858e-75,0.305583398393699,0.306499835286331,0,0.638007102981686
ENSG00000265972.5,1.00185935588647,-5.75472954075256,-0.0333054796464546,0.0428485615598839,1.17365051145136e-55,0.106431003108432,0.106880706501253,0,0.465504101346908
ENSG00000233396.7,0.562013599017974,-3.36174167459716,0.00691891617587722,0.897820449684218,1.28200099321098e-05,0.970306745611093,0.970352484915341,0,0.809671627213084
ENSG00000271425.7,-2.39262752269924,-3.16789030267263,0.119326438717942,0.444267824588442,1.30886534434582e-09,0.363167146248083,0.367134632384306,0,0.665429716950619
