nm,int,od,b.gPC1,b.gPC2,b.PF1,b.PF2,b.PF3,b.PF4,b.PF5,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.PF1,e.PF2,e.PF3,e.PF4,e.PF5,e.cnd,pval,status,qval
ENSG00000064703.11,-1.23920074191362,NA,-0.0135279008628919,0.0343437152565562,-0.0247578437002828,0.0159459799072124,-0.0373629021654501,-0.0174923889982647,-0.00637116590816528,0.0381661136597789,0.254772059316355,NA,0.482515412211221,0.0285928688953884,0.285087078397205,0.606602274034342,0.0585625831229879,0.472365207405796,0.767249770702254,0.30867772143331,0.30863987076507,1,0.805904408848181
ENSG00000143079.14,-0.456848195040495,-7.83177858199142,0.0111931373791769,0.0130084746170159,-0.00973850535886169,-0.00105903259343051,-0.0358500585490661,-0.0257794707604178,-0.00205966897044993,0.0101120673026934,0.400369526971458,1.11392878070122e-05,0.485909486040025,0.466322725272509,0.467635290980453,0.948446126236236,0.00458524207575002,0.0316830319743179,0.865361028246521,0.588533538878685,0.588590267140701,0,0.865388808806633
ENSG00000134245.17,-0.298507571098313,-5.31913825421082,-0.0612664437663438,-0.0632041881619698,0.0579597806005282,-0.00582026221528567,-0.00367879797828465,0.0125990509071675,0.0806834712637904,0.0172357763447696,0.887703269363855,2.33624495537666e-05,0.176503023789928,0.155286515103986,0.244184815476102,0.940991887937226,0.947077303192446,0.781062753736882,0.0963194414289411,0.812099535400744,0.812836568393718,0,0.898079763276404
ENSG00000007341.18,-1.01593341297575,-3.90475248100472,0.0129991106416096,0.0704502161025264,0.00101407837148232,-0.0556373797327071,0.00565682596036308,0.0218618206290692,0.00390659393080522,0.0363886640638195,0.532046522034369,1.53116022394702e-38,0.755905305570852,0.137977532974524,0.978797691846791,0.266308682994195,0.862694020565599,0.553723282515674,0.907342902895101,0.514519234338348,0.514919891358923,0,0.855996391512295
ENSG00000116489.12,0.611264214410255,-4.49302252439333,0.0433859304954593,0.0101812286159249,-0.0335227176430799,0.0282457313111187,0.0185219092089699,0.00442180045574908,-0.0548598191237915,-0.0164015357169426,0.64127779918943,9.3701904074276e-129,0.0963054449730045,0.866889108874994,0.221827875854318,0.505878745712478,0.402299213786232,0.868863420015408,0.0818853717414099,0.715624489795798,0.715517760496037,0,0.881628862576758
ENSG00000155366.16,-0.737928958988032,-6.29328095771835,-0.0450612401167688,0.0497641363157126,0.00297833495112467,0.0387159438336767,0.00227219458406365,0.0135358946688668,0.0250084879831235,0.0226658319468188,0.38118885833979,8.06638289538961e-26,0.00890232570014896,0.45972647818663,0.873323848895781,0.128546184822167,0.910304630504959,0.447821260664936,0.225091580819386,0.434962136667646,0.437717762947954,0,0.837419221125418
ENSG00000155380.11,-0.459522152336043,-9.31995740554122,-0.0369877323057487,-0.0160089029169761,-0.0154009133802578,0.0162696808981376,-0.00863918477533925,0.0053328282552579,0.0227297574893001,0.0182445879052205,0.35257100608958,0.00748494088768076,0.0270533273949028,0.0867757995372584,0.111167276079142,0.314249505781319,0.312126721824666,0.549271250910792,0.0207196316132007,0.282600148639988,0.283054110532806,0,0.798067900814309
ENSG00000226419.7,-4.56940744955555,-6.7911566086052,-0.127517857208099,-0.0499385225450743,-0.0610150372668436,0.0954426798709499,0.0139989772680687,-0.056692764434558,-0.0790084976219634,0.149631176040615,0.281279164087921,0.359507503099176,0.23106867053925,0.631439968028266,0.357494334227495,0.547878053184453,0.863860924212638,0.389054123674411,0.449268529844235,0.304129282897654,0.307322894599096,0,0.805826218406698
ENSG00000131697.17,-0.619488620788414,-5.40535749162611,-0.0504943931335936,0.0321237951764051,-0.0114565800790773,0.131956420696896,0.000878702627092931,0.0341165098127403,0.029208012175818,0.00900442340487944,0.692072389068418,9.60247422120994e-16,0.147392296155191,0.342940309892573,0.731015868603869,0.0156945577922541,0.981938227325023,0.349966344844367,0.378002668604004,0.866660018175969,0.866500098054661,0,0.903585976326245
ENSG00000116793.15,-1.24696622665437,NA,-0.0124506712135637,-0.0619692612475925,-0.0569715371668753,0.00381513833844125,0.0363256090365469,0.0134358326597308,-0.0113132036803849,0.0381671945038438,0.435505722295146,NA,0.854307681723785,0.00629613446978308,0.0542002132463825,0.948660287242394,0.300771471049524,0.648078117682836,0.741315992054393,0.487092619019103,0.487023970014524,1,0.853430541169409
ENSG00000134262.12,3.1771653966836,-6.41222162074065,-0.0417704684008911,0.0355879639427216,0.0284489295152951,-0.0962950277092149,0.0372807398686999,0.0422123865665436,0.0565571968589016,-0.102563430178725,0.0280049979466273,5.13335075740549e-08,0.296970442846765,0.774198310823348,0.34687726992068,0.0324695272968177,0.142735724291971,0.118604554636229,0.0435600667123205,0.0392656367997046,0.0436432303472659,0,0.628515675167507
ENSG00000116774.11,-0.877990756078852,-5.59893890870861,-0.0539924476276373,-0.195276830828944,0.0319401179512409,0.049456104733611,0.00367799971403471,0.00388811500926947,0.0861951852011571,0.033983590323174,0.640101468729573,1.52718798545543e-73,0.194237282709605,0.106578784562958,0.15398741416323,0.463183673956151,0.896968218471662,0.853317197732043,0.0254440018571074,0.598053871034747,0.600454009209327,0,0.867033643418377
